step,rank,param_name,norm,mean,max,min
1,0,0.weight,0.7975250482559204,-0.00021004264999646693,0.011655161157250404,-0.011560825631022453
1,0,0.bias,0.04958336800336838,-0.00042007339652627707,0.011353579349815845,-0.01129162311553955
1,0,2.weight,0.3447208106517792,-3.2378011383116245e-10,0.058223385363817215,-0.056867070496082306
1,0,2.bias,0.12478208541870117,-3.725290298461914e-09,0.061822205781936646,-0.058988045901060104
2,0,0.weight,0.778814435005188,-0.0002648946247063577,0.011439771391451359,-0.012020926922559738
2,0,0.bias,0.048028312623500824,-0.0005288139218464494,0.010915761813521385,-0.013046556152403355
2,0,2.weight,0.33650097250938416,-4.3655745685100555e-10,0.05734209343791008,-0.05539524182677269
2,0,2.bias,0.12071207165718079,-3.259629011154175e-09,0.06000593677163124,-0.057559091597795486
3,0,0.weight,0.7797833681106567,-0.00030575928394682705,0.01148543506860733,-0.012330163270235062
3,0,0.bias,0.04808717966079712,-0.0006115005817264318,0.011843165382742882,-0.013485467992722988
3,0,2.weight,0.3292018175125122,-3.8562575355172157e-10,0.056437283754348755,-0.05441369116306305
3,0,2.bias,0.11679600179195404,-4.190951585769653e-09,0.058214932680130005,-0.05619699880480766
4,0,0.weight,0.7435715794563293,-0.00032712038955651224,0.011400795541703701,-0.01144642848521471
4,0,0.bias,0.045084379613399506,-0.0006540680769830942,0.010560278780758381,-0.013088892214000225
4,0,2.weight,0.32239073514938354,-2.6921043172478676e-10,0.05555747076869011,-0.05389130488038063
4,0,2.bias,0.11293432861566544,-1.1641532182693481e-09,0.056501634418964386,-0.0548284687101841
5,0,0.weight,0.7316647171974182,-0.00034963901271112263,0.010578593239188194,-0.010981321334838867
5,0,0.bias,0.04408418759703636,-0.0006978517631068826,0.009747663512825966,-0.01272786594927311
5,0,2.weight,0.3162432909011841,4.3655745685100555e-11,0.054776426404714584,-0.05337737128138542
5,0,2.bias,0.10928011685609818,-6.984919309616089e-10,0.05494779348373413,-0.05344236642122269
1,1,0.weight,0.992121160030365,0.0006206472753547132,0.01553412340581417,-0.012840514071285725
1,1,0.bias,0.06523114442825317,0.0012589285615831614,0.018257662653923035,-0.012845211662352085
1,1,2.weight,0.3843236565589905,-1.2369127944111824e-10,0.05923696607351303,-0.08324313908815384
1,1,2.bias,0.14823055267333984,-3.725290298461914e-09,0.06620768457651138,-0.08071774989366531
1,0,0.weight,0.7885061502456665,8.63486566231586e-05,0.011769250966608524,-0.012879586778581142
1,0,0.bias,0.04867969825863838,0.00017869762086775154,0.014050169847905636,-0.01496543362736702
1,0,2.weight,0.31852418184280396,2.837623469531536e-10,0.044775065034627914,-0.047270018607378006
1,0,2.bias,0.10872256755828857,9.313225746154785e-10,0.05241679400205612,-0.05285179987549782
2,1,0.weight,0.9280247688293457,0.0005402346141636372,0.015080656856298447,-0.011428446508944035
2,1,0.bias,0.06025875359773636,0.001098235254175961,0.017489830031991005,-0.011138472706079483
2,1,2.weight,0.36636096239089966,2.764863893389702e-10,0.05755617842078209,-0.08041094243526459
2,1,2.bias,0.1424448937177658,-9.313225746154785e-10,0.06433819979429245,-0.07735951244831085
2,0,0.weight,0.7549455761909485,7.38346207072027e-05,0.011540661565959454,-0.012586910277605057
2,0,0.bias,0.04586722329258919,0.00015426681784447283,0.012273682281374931,-0.01386127807199955
2,0,2.weight,0.3077773153781891,-1.7053025658242404e-10,0.04281329736113548,-0.04650619626045227
2,0,2.bias,0.10454384982585907,-9.313225746154785e-10,0.05005986988544464,-0.050772666931152344
3,0,0.weight,0.7483280897140503,5.374625834519975e-05,0.010764832608401775,-0.014670655131340027
3,0,0.bias,0.0453941635787487,0.00011399801587685943,0.011962617747485638,-0.017090214416384697
3,0,2.weight,0.2981809079647064,1.6552803572267294e-10,0.0412147082388401,-0.04576084762811661
3,0,2.bias,0.10059953480958939,-1.3969838619232178e-09,0.04788508266210556,-0.04877098277211189
3,1,0.weight,0.876329243183136,0.00046306487638503313,0.014865675941109657,-0.011250712908804417
3,1,0.bias,0.05624356120824814,0.0009424093295820057,0.01772809587419033,-0.010092710144817829
3,1,2.weight,0.35103991627693176,8.731149137020111e-11,0.056064389646053314,-0.07784990221261978
3,1,2.bias,0.13715815544128418,-2.7939677238464355e-09,0.0626358911395073,-0.0742497593164444
4,1,0.weight,0.8309442400932312,0.0003894090186804533,0.014407113194465637,-0.01112964004278183
4,1,0.bias,0.05267733708024025,0.0007954614702612162,0.016439244151115417,-0.010246931575238705
