step,rank,param_name,norm,mean,max,min
0,0,module.model.layers.22.self_attn.k_proj.weight,1.13671875,5.960464477539063e-08,0.150146484375,-0.1300048828125
0,0,module.model.layers.22.self_attn.q_proj.weight,1.123046875,-0.0,0.2236328125,-0.151611328125
0,0,module.model.layers.22.input_layernorm.weight,0.3525390625,9.655952453613281e-06,0.2222900390625,-0.249755859375
0,0,module.model.layers.21.mlp.down_proj.weight,4.03125,-0.0,0.0513916015625,-0.10845947265625
0,0,module.model.layers.21.mlp.up_proj.weight,3.55859375,-0.0,0.0687255859375,-0.0968017578125
0,0,module.model.layers.21.mlp.gate_proj.weight,3.0234375,5.960464477539063e-08,0.037689208984375,-0.03924560546875
0,0,module.model.layers.21.post_attention_layernorm.weight,0.4267578125,0.0002651214599609375,0.298828125,-0.05047607421875
0,0,module.model.layers.21.self_attn.o_proj.weight,1.404296875,-0.0,0.0240325927734375,-0.029449462890625
0,0,module.model.layers.21.self_attn.v_proj.weight,3.255859375,0.0,0.1827392578125,-0.1898193359375
0,0,module.model.layers.21.self_attn.k_proj.weight,0.7314453125,-5.960464477539063e-08,0.06793212890625,-0.06396484375
0,0,module.model.layers.21.self_attn.q_proj.weight,0.70458984375,-5.960464477539063e-08,0.076416015625,-0.07049560546875
0,0,module.model.layers.21.input_layernorm.weight,0.09674072265625,-3.4570693969726562e-06,0.014984130859375,-0.0623779296875
0,0,module.model.layers.20.mlp.down_proj.weight,4.1171875,5.960464477539063e-08,0.039398193359375,-0.0712890625
0,0,module.model.layers.20.mlp.up_proj.weight,3.388671875,-5.960464477539063e-08,0.05999755859375,-0.0548095703125
0,0,module.model.layers.20.mlp.gate_proj.weight,3.0703125,-0.0,0.05615234375,-0.028472900390625
0,0,module.model.layers.20.post_attention_layernorm.weight,0.296142578125,0.00010585784912109375,0.10467529296875,-0.09344482421875
0,0,module.model.layers.20.self_attn.o_proj.weight,2.19921875,-5.960464477539063e-08,0.030914306640625,-0.0230712890625
0,0,module.model.layers.20.self_attn.v_proj.weight,3.97265625,-0.0,0.1800537109375,-0.2161865234375
0,0,module.model.layers.20.self_attn.k_proj.weight,0.9541015625,0.0,0.1329345703125,-0.097412109375
0,0,module.model.layers.20.self_attn.q_proj.weight,0.974609375,-5.960464477539063e-08,0.10595703125,-0.14794921875
0,0,module.model.layers.20.input_layernorm.weight,0.59765625,-4.220008850097656e-05,0.03607177734375,-0.564453125
0,0,module.model.layers.19.mlp.down_proj.weight,4.4453125,-0.0,0.07281494140625,-0.0802001953125
0,0,module.model.layers.19.mlp.up_proj.weight,3.392578125,0.0,0.0948486328125,-0.07159423828125
0,0,module.model.layers.19.mlp.gate_proj.weight,2.99609375,-0.0,0.061859130859375,-0.040130615234375
0,0,module.model.layers.19.post_attention_layernorm.weight,0.347900390625,0.00012731552124023438,0.19140625,-0.0316162109375
0,0,module.model.layers.19.self_attn.o_proj.weight,1.994140625,0.0,0.077880859375,-0.0239410400390625
0,0,module.model.layers.19.self_attn.v_proj.weight,3.861328125,1.7881393432617188e-07,0.1903076171875,-0.1973876953125
0,0,module.model.layers.19.self_attn.k_proj.weight,0.97216796875,-5.960464477539063e-08,0.13427734375,-0.105224609375
0,0,module.model.layers.19.self_attn.q_proj.weight,1.0673828125,5.960464477539063e-08,0.14208984375,-0.158447265625
0,0,module.model.layers.19.input_layernorm.weight,0.456298828125,8.83936882019043e-05,0.4150390625,-0.0212860107421875
0,0,module.model.layers.18.mlp.down_proj.weight,4.30859375,0.0,0.09161376953125,-0.07550048828125
0,0,module.model.layers.18.mlp.up_proj.weight,3.30859375,1.7881393432617188e-07,0.08551025390625,-0.11651611328125
0,0,module.model.layers.18.mlp.gate_proj.weight,2.822265625,-1.1920928955078125e-07,0.058624267578125,-0.045989990234375
0,0,module.model.layers.18.post_attention_layernorm.weight,0.29296875,0.00012421607971191406,0.065673828125,-0.0732421875
0,0,module.model.layers.18.self_attn.o_proj.weight,2.18359375,-5.960464477539063e-08,0.043670654296875,-0.031402587890625
0,0,module.model.layers.18.self_attn.v_proj.weight,4.09765625,-5.960464477539063e-08,0.2529296875,-0.210693359375
0,0,module.model.layers.18.self_attn.k_proj.weight,1.064453125,-0.0,0.177490234375,-0.109130859375
0,0,module.model.layers.18.self_attn.q_proj.weight,1.1904296875,0.0,0.1290283203125,-0.20068359375
0,0,module.model.layers.18.input_layernorm.weight,0.139404296875,9.065866470336914e-05,0.0750732421875,-0.03253173828125
0,0,module.model.layers.17.mlp.down_proj.weight,4.21875,5.960464477539063e-08,0.1146240234375,-0.08544921875
0,0,module.model.layers.17.mlp.up_proj.weight,3.224609375,-0.0,0.10931396484375,-0.1978759765625
0,0,module.model.layers.17.mlp.gate_proj.weight,2.728515625,-1.1920928955078125e-07,0.10150146484375,-0.104736328125
0,0,module.model.layers.17.post_attention_layernorm.weight,0.336669921875,-0.00019621849060058594,0.12335205078125,-0.1287841796875
0,0,module.model.layers.17.self_attn.o_proj.weight,2.36328125,-0.0,0.036102294921875,-0.053741455078125
0,0,module.model.layers.17.self_attn.v_proj.weight,4.74609375,-5.960464477539063e-08,0.30224609375,-0.2802734375
0,0,module.model.layers.17.self_attn.k_proj.weight,1.41015625,-5.960464477539063e-08,0.358642578125,-0.257568359375
0,0,module.model.layers.17.self_attn.q_proj.weight,1.490234375,-5.960464477539063e-08,0.285888671875,-0.411865234375
0,0,module.model.layers.17.input_layernorm.weight,0.20751953125,0.00011175870895385742,0.030548095703125,-0.132080078125
0,0,module.model.layers.16.mlp.down_proj.weight,4.68359375,-5.960464477539063e-08,0.1104736328125,-0.11865234375
0,0,module.model.layers.16.mlp.up_proj.weight,3.123046875,5.960464477539063e-08,0.09051513671875,-0.10400390625
0,0,module.model.layers.16.mlp.gate_proj.weight,2.62890625,0.0,0.106201171875,-0.07122802734375
0,0,module.model.layers.16.post_attention_layernorm.weight,0.41162109375,0.00038886070251464844,0.2119140625,-0.0859375
0,0,module.model.layers.16.self_attn.o_proj.weight,2.30859375,5.960464477539063e-08,0.04144287109375,-0.03521728515625
0,0,module.model.layers.16.self_attn.v_proj.weight,4.609375,-1.1920928955078125e-07,0.4169921875,-0.364990234375
0,0,module.model.layers.16.self_attn.k_proj.weight,1.0712890625,0.0,0.13427734375,-0.1658935546875
0,0,module.model.layers.16.self_attn.q_proj.weight,1.1376953125,0.0,0.1298828125,-0.1781005859375
0,0,module.model.layers.16.input_layernorm.weight,0.6787109375,0.0002791881561279297,0.62060546875,-0.032257080078125
0,0,module.model.layers.15.mlp.down_proj.weight,3.748046875,5.960464477539063e-08,0.053314208984375,-0.055389404296875
0,0,module.model.layers.15.mlp.up_proj.weight,3.091796875,0.0,0.1373291015625,-0.1116943359375
0,0,module.model.layers.15.mlp.gate_proj.weight,2.57421875,-1.1920928955078125e-07,0.0775146484375,-0.07049560546875
0,0,module.model.layers.15.post_attention_layernorm.weight,0.320068359375,-0.00041484832763671875,0.059906005859375,-0.1456298828125
0,0,module.model.layers.15.self_attn.o_proj.weight,2.572265625,-2.980232238769531e-07,0.03277587890625,-0.044891357421875
0,0,module.model.layers.15.self_attn.v_proj.weight,5.171875,-1.1920928955078125e-07,0.291748046875,-0.2783203125
0,0,module.model.layers.15.self_attn.k_proj.weight,1.013671875,0.0,0.14404296875,-0.167236328125
0,0,module.model.layers.15.self_attn.q_proj.weight,1.11328125,0.0,0.2025146484375,-0.1265869140625
0,0,module.model.layers.15.input_layernorm.weight,0.2086181640625,-4.398822784423828e-05,0.045135498046875,-0.1676025390625
0,0,module.model.layers.14.mlp.down_proj.weight,3.30859375,5.960464477539063e-08,0.053131103515625,-0.044403076171875
0,0,module.model.layers.14.mlp.up_proj.weight,2.806640625,1.1920928955078125e-07,0.07940673828125,-0.09954833984375
0,0,module.model.layers.14.mlp.gate_proj.weight,2.37890625,-5.960464477539063e-08,0.0589599609375,-0.07659912109375
